Animal ID,Name,DateTime,MonthYear,Date of Birth,Animal Type,Sex upon Outcome,Age upon Outcome,Breed,Color,Outcome
A762251,Duke,12/19/2017 07:13:00 PM,12/19/2017 07:13:00 PM,11/16/2016,Dog,Neutered Male,1 year,Beagle Mix,Tan,0
A712175,,09/22/2015 05:46:00 PM,09/22/2015 05:46:00 PM,09/18/2014,Dog,Neutered Male,1 year,Cocker Spaniel Mix,White/Brown,0
A839167,Milo,07/22/2021 04:28:00 PM,07/22/2021 04:28:00 PM,07/17/2019,Dog,Neutered Male,2 years,Chihuahua Shorthair Mix,Tan/White,0
A792950,*Rye,07/03/2019 08:06:00 AM,07/03/2019 08:06:00 AM,03/17/2019,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Black,0
A753210,,07/05/2017 09:15:00 AM,07/05/2017 09:15:00 AM,07/03/2016,Other,Unknown,1 year,Bat,Brown,1
A735968,*Jake,02/10/2017 04:53:00 PM,02/10/2017 04:53:00 PM,10/02/2014,Dog,Neutered Male,2 years,Pit Bull Mix,Brown/White,0
A487470,Midnight,01/20/2014 06:40:00 PM,01/20/2014 06:40:00 PM,09/25/2004,Dog,Neutered Male,9 years,Labrador Retriever/Pit Bull,Black,1
A707510,,07/19/2015 04:34:00 PM,07/19/2015 04:34:00 PM,05/14/2015,Cat,Neutered Male,2 months,Domestic Medium Hair,Black,0
A785385,Kiwi,12/06/2018 04:30:00 PM,12/06/2018 04:30:00 PM,09/17/2018,Dog,Spayed Female,2 months,German Shepherd Mix,Brown/Black,0
A722028,,03/10/2016 08:36:00 AM,03/10/2016 08:36:00 AM,03/09/2015,Other,Unknown,1 year,Bat,Black/Brown,1
A711974,,09/18/2015 03:32:00 PM,09/18/2015 03:32:00 PM,09/14/2014,Dog,Intact Female,1 year,Chihuahua Shorthair/Miniature Schnauzer,Black/Tan,0
A789617,*Henry,03/25/2019 05:51:00 PM,03/25/2019 05:51:00 PM,06/24/2018,Dog,Neutered Male,9 months,Australian Kelpie Mix,Black Brindle/White,0
A755486,,08/04/2017 01:32:00 PM,08/04/2017 01:32:00 PM,06/04/2017,Cat,Unknown,1 month,Domestic Shorthair Mix,Brown Tabby/White,0
A754189,,07/17/2017 12:00:00 AM,07/17/2017 12:00:00 AM,07/17/2010,Dog,Unknown,7 years,Yorkshire Terrier Mix,Blue/Tan,0
A702289,,05/11/2015 06:54:00 PM,05/11/2015 06:54:00 PM,04/27/2015,Cat,Unknown,2 weeks,Domestic Shorthair Mix,Black,0
A735993,Jaime Lee,10/20/2016 03:33:00 PM,10/20/2016 03:33:00 PM,08/18/2016,Cat,Intact Male,2 months,Domestic Shorthair Mix,Blue Tabby,0
A803324,Sophie,09/02/2019 05:13:00 PM,09/02/2019 05:13:00 PM,08/30/2016,Dog,Intact Female,3 years,Chihuahua Shorthair Mix,Tricolor,0
A747762,Bon Bon,04/25/2017 12:32:00 PM,04/25/2017 12:32:00 PM,04/24/2016,Other,Intact Male,1 year,Angora-English Mix,White/Tan,0
A674923,,03/21/2014 06:30:00 PM,03/21/2014 06:30:00 PM,01/20/2014,Cat,Spayed Female,1 month,Domestic Shorthair Mix,Black/White,0
A678056,Bear,05/03/2014 01:37:00 PM,05/03/2014 01:37:00 PM,03/03/2014,Dog,Intact Male,1 month,Lhasa Apso Mix,Tan,0
A751403,*Genevieve,07/01/2017 05:16:00 PM,07/01/2017 05:16:00 PM,03/07/2017,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Blue Tabby,0
A805501,,10/18/2019 10:44:00 AM,10/18/2019 10:44:00 AM,09/28/2018,Cat,Intact Female,1 year,Domestic Shorthair,Torbie,0
A751105,,06/04/2017 01:48:00 PM,06/04/2017 01:48:00 PM,05/13/2017,Cat,Unknown,3 weeks,Domestic Shorthair Mix,Orange Tabby,0
A756297,Truffle,08/18/2017 11:29:00 AM,08/18/2017 11:29:00 AM,08/17/2015,Dog,Spayed Female,2 years,German Shepherd Mix,Black/Tan,0
A743170,Lazy,02/15/2017 12:04:00 PM,02/15/2017 12:04:00 PM,04/30/2015,Dog,Neutered Male,1 year,Chihuahua Shorthair/Miniature Pinscher,Tricolor,0
A772587,Sundae,05/28/2018 04:09:00 PM,05/28/2018 04:09:00 PM,03/30/2018,Cat,Intact Female,1 month,Domestic Shorthair Mix,Seal Point,0
A742164,,01/22/2017 11:50:00 AM,01/22/2017 11:50:00 AM,10/16/2016,Dog,Neutered Male,3 months,Black Mouth Cur Mix,Brown/Tan,0
A716255,*Kyle,11/30/2015 05:03:00 PM,11/30/2015 05:03:00 PM,11/17/2013,Dog,Neutered Male,2 years,Pit Bull Mix,Blue/White,0
A702548,*Dozer,05/27/2015 02:20:00 PM,05/27/2015 02:20:00 PM,02/28/2015,Dog,Neutered Male,2 months,Chihuahua Shorthair Mix,Red,0
A785843,,12/12/2018 05:52:00 PM,12/12/2018 05:52:00 PM,12/11/2017,Other,Unknown,1 year,Snake Mix,Brown,0
A785062,,11/26/2018 11:15:00 AM,11/26/2018 11:15:00 AM,10/10/2018,Dog,Intact Female,1 month,Pit Bull Mix,Chocolate/White,0
A821320,Ichabod,02/05/2021 12:17:00 PM,02/05/2021 12:17:00 PM,08/06/2020,Cat,Neutered Male,6 months,Domestic Shorthair,White/Blue,0
A787350,Robert,05/10/2019 04:39:00 PM,05/10/2019 04:39:00 PM,09/18/2018,Dog,Intact Male,7 months,Boxer Mix,Brown/White,0
A769551,Oliver,04/10/2018 06:35:00 PM,04/10/2018 06:35:00 PM,07/06/2017,Dog,Neutered Male,9 months,Great Pyrenees,White,0
A801082,,07/31/2019 12:46:00 PM,07/31/2019 12:46:00 PM,07/31/2017,Cat,Neutered Male,2 years,Domestic Shorthair,Brown Tabby/White,0
A676516,C.C.,04/11/2014 04:33:00 PM,04/11/2014 04:33:00 PM,04/11/2001,Dog,Intact Male,13 years,American Eskimo Mix,White/Tan,0
A772398,,05/19/2018 12:00:00 AM,05/19/2018 12:00:00 AM,05/12/2018,Cat,Unknown,1 week,Domestic Shorthair Mix,Blue Tabby,0
A665947,Neko,10/25/2013 04:44:00 PM,10/25/2013 04:44:00 PM,10/24/2010,Dog,Neutered Male,3 years,Australian Cattle Dog/English Coonhound,Red/White,0
A767771,,03/10/2018 06:07:00 PM,03/10/2018 06:07:00 PM,03/06/2017,Cat,Intact Female,1 year,Domestic Shorthair Mix,Black,0
A841225,*Ichi,09/02/2021 04:08:00 PM,09/02/2021 04:08:00 PM,06/15/2021,Cat,Neutered Male,2 months,Siamese,Lynx Point,0
A816360,,04/15/2020 12:52:00 PM,04/15/2020 12:52:00 PM,04/15/2018,Other,Unknown,2 years,Bat,Brown,1
A755187,Leo,01/27/2018 04:56:00 PM,01/27/2018 04:56:00 PM,07/30/2012,Dog,Neutered Male,5 years,Pit Bull Mix,Brown/Red,0
A789672,Franklin,03/19/2019 02:05:00 PM,03/19/2019 02:05:00 PM,02/25/2018,Dog,Neutered Male,1 year,Queensland Heeler/Entlebucher,Black/Tan,0
A771518,,05/10/2018 01:19:00 PM,05/10/2018 01:19:00 PM,02/06/2018,Cat,Intact Female,3 months,Domestic Shorthair Mix,Black,0
A679846,,06/03/2014 12:19:00 PM,06/03/2014 12:19:00 PM,05/27/2013,Dog,Neutered Male,1 year,Chihuahua Shorthair Mix,Black/White,0
A789293,Leo,02/19/2019 01:25:00 PM,02/19/2019 01:25:00 PM,02/18/2018,Dog,Intact Male,1 year,Irish Terrier,Black/White,0
A752992,*Azul,07/05/2017 02:37:00 PM,07/05/2017 02:37:00 PM,06/05/2017,Cat,Intact Male,4 weeks,Domestic Shorthair Mix,Blue/White,0
A842233,Luna Sky,09/20/2021 03:54:00 PM,09/20/2021 03:54:00 PM,09/12/2020,Dog,Spayed Female,1 year,American Pit Bull Terrier Mix,Blue/White,0
A812478,Sunshine,01/25/2020 04:53:00 PM,01/25/2020 04:53:00 PM,09/23/2019,Cat,Spayed Female,4 months,Domestic Shorthair,White/Gray,0
A735411,*Uma,11/03/2016 01:05:00 PM,11/03/2016 01:05:00 PM,06/23/2016,Cat,Spayed Female,4 months,Domestic Shorthair Mix,Brown Tabby,0
A684471,*Captain,09/21/2014 03:10:00 PM,09/21/2014 03:10:00 PM,07/24/2012,Dog,Neutered Male,2 years,Border Collie Mix,Sable,0
A834057,Tiny,05/11/2021 11:43:00 AM,05/11/2021 11:43:00 AM,05/10/2014,Dog,Intact Female,7 years,Maltese/Miniature Poodle,Black,0
A762333,Olivia,11/25/2017 11:27:00 AM,11/25/2017 11:27:00 AM,11/18/2016,Dog,Spayed Female,1 year,Labrador Retriever Mix,Black/White,0
A678864,Peluche,05/14/2014 06:07:00 PM,05/14/2014 06:07:00 PM,05/13/2011,Dog,Neutered Male,3 years,Cairn Terrier Mix,Yellow,0
A760403,Dallas,12/18/2017 04:19:00 PM,12/18/2017 04:19:00 PM,04/17/2017,Dog,Neutered Male,8 months,Labrador Retriever Mix,Black,0
A781083,,09/28/2018 04:27:00 PM,09/28/2018 04:27:00 PM,09/24/2016,Dog,Neutered Male,2 years,German Shepherd,White,0
A840504,A840504,09/13/2021 11:26:00 AM,09/13/2021 11:26:00 AM,07/03/2021,Dog,Spayed Female,2 months,Chihuahua Shorthair Mix,Chocolate/Tan,0
A706215,,07/01/2015 06:07:00 PM,07/01/2015 06:07:00 PM,06/26/2013,Dog,Neutered Male,2 years,Rat Terrier Mix,White/Brown,0
A680389,*Plecostomus,06/06/2014 05:06:00 PM,06/06/2014 05:06:00 PM,12/02/2013,Other,Unknown,6 months,Cold Water,Black/Gray,1
A788903,Zoe,02/11/2019 05:03:00 PM,02/11/2019 05:03:00 PM,02/11/2014,Dog,Intact Female,5 years,Pekingese Mix,White/Red,0
A724489,Max,04/18/2016 04:38:00 PM,04/18/2016 04:38:00 PM,10/18/2008,Dog,Neutered Male,7 years,Border Collie Mix,White/Black,0
A719299,Deja Vu,01/26/2016 07:01:00 PM,01/26/2016 07:01:00 PM,01/16/2014,Cat,Spayed Female,2 years,Domestic Shorthair Mix,Blue Tabby/White,0
A705813,Lucky,03/06/2016 12:00:00 AM,03/06/2016 12:00:00 AM,06/22/2007,Dog,Neutered Male,8 years,Chihuahua Shorthair Mix,Tan,0
A664624,*Smurfy,11/07/2013 02:12:00 PM,11/07/2013 02:12:00 PM,10/06/2011,Dog,Neutered Male,2 years,Pit Bull Mix,Brown Brindle/White,0
A744597,*Raya,03/08/2017 03:56:00 PM,03/08/2017 03:56:00 PM,10/03/2016,Dog,Spayed Female,5 months,German Shepherd Mix,White,0
A787607,Harvey,08/05/2019 11:15:00 AM,08/05/2019 11:15:00 AM,11/05/2018,Dog,Neutered Male,8 months,Australian Cattle Dog Mix,Tricolor/Black,0
A799162,,10/15/2019 02:26:00 PM,10/15/2019 02:26:00 PM,05/29/2019,Cat,Neutered Male,4 months,Domestic Shorthair Mix,Orange Tabby,0
A765311,,01/18/2018 09:16:00 AM,01/18/2018 09:16:00 AM,12/17/2017,Dog,Intact Female,4 weeks,Pit Bull Mix,White/Gray,1
A719353,Jessie,09/12/2020 11:08:00 AM,09/12/2020 11:08:00 AM,01/18/2015,Dog,Spayed Female,5 years,Labrador Retriever/Australian Cattle Dog,Tan/White,0
A705639,,06/19/2015 07:03:00 PM,06/19/2015 07:03:00 PM,06/12/2015,Cat,Unknown,1 week,Domestic Shorthair Mix,Blue/White,0
A664736,,10/11/2013 12:08:00 PM,10/11/2013 12:08:00 PM,08/08/2013,Cat,Intact Male,2 months,Domestic Shorthair Mix,Blue Tabby/White,0
A696796,,02/15/2015 11:56:00 AM,02/15/2015 11:56:00 AM,02/12/2013,Dog,Intact Female,2 years,German Shepherd Mix,Brown/Black,0
A730106,Red Bud,06/28/2016 05:34:00 PM,06/28/2016 05:34:00 PM,06/28/2011,Dog,Spayed Female,5 years,Pit Bull Mix,Brown Brindle/White,0
A812224,*Kujo,01/25/2020 12:55:00 PM,01/25/2020 12:55:00 PM,11/03/2019,Dog,Neutered Male,2 months,Carolina Dog,Cream,0
A671675,Catman,02/02/2014 05:29:00 PM,02/02/2014 05:29:00 PM,07/29/2012,Cat,Neutered Male,1 year,Domestic Shorthair Mix,Blue Tabby,0
A840305,Rogue,08/22/2021 03:20:00 PM,08/22/2021 03:20:00 PM,04/05/2015,Cat,Spayed Female,6 years,Domestic Shorthair,Blue,0
A727225,Peanut,10/31/2016 06:41:00 PM,10/31/2016 06:41:00 PM,05/20/2014,Dog,Neutered Male,2 years,Pembroke Welsh Corgi Mix,Brown/White,0
A678933,*Biscuit,09/20/2014 03:24:00 PM,09/20/2014 03:24:00 PM,05/14/2009,Dog,Spayed Female,5 years,Australian Cattle Dog/Labrador Retriever,Tan/White,0
A783370,Kelsa,11/29/2018 05:16:00 PM,11/29/2018 05:16:00 PM,03/01/2018,Dog,Spayed Female,8 months,Chihuahua Shorthair/Dachshund,Black/White,0
A806047,*Elwood,12/14/2019 06:22:00 PM,12/14/2019 06:22:00 PM,08/29/2019,Cat,Neutered Male,3 months,Domestic Shorthair,Blue,0
A842339,A842339,09/21/2021 04:14:00 PM,09/21/2021 04:14:00 PM,05/14/2021,Dog,Spayed Female,4 months,Cardigan Welsh Corgi Mix,Brown/Black,0
A752746,,06/27/2017 04:39:00 PM,06/27/2017 04:39:00 PM,06/27/2010,Cat,Spayed Female,7 years,Domestic Shorthair Mix,Blue,0
A713318,Charlie,07/13/2016 05:41:00 PM,07/13/2016 05:41:00 PM,04/09/2014,Dog,Intact Male,2 years,Tibetan Terrier Mix,White/Tan,0
A742816,Scooter,01/29/2017 11:11:00 AM,01/29/2017 11:11:00 AM,01/28/2014,Cat,Neutered Male,3 years,Domestic Shorthair Mix,Orange Tabby/White,0
A740247,*Trooper,01/19/2017 03:28:00 PM,01/19/2017 03:28:00 PM,12/13/2015,Dog,Neutered Male,1 year,Catahoula Mix,Blue Merle,0
A723107,,03/27/2016 09:02:00 AM,03/27/2016 09:02:00 AM,06/26/2010,Other,Unknown,5 years,Bat,Brown,1
A694451,,12/29/2014 10:55:00 AM,12/29/2014 10:55:00 AM,12/07/2014,Cat,Intact Male,3 weeks,Domestic Medium Hair Mix,White/Brown,0
A785024,*Minnow,02/20/2019 11:00:00 AM,02/20/2019 11:00:00 AM,11/25/2017,Dog,Spayed Female,1 year,Australian Cattle Dog/German Shepherd,Tricolor,0
A837684,*Midnight,07/07/2021 05:25:00 PM,07/07/2021 05:25:00 PM,04/16/2021,Cat,Spayed Female,2 months,Domestic Medium Hair,Black,0
A684508,Snow,10/16/2014 11:30:00 AM,10/16/2014 11:30:00 AM,03/24/2014,Dog,Intact Male,6 months,Catahoula Mix,White/Tan,0
A686863,,08/28/2014 10:24:00 AM,08/28/2014 10:24:00 AM,08/28/2013,Other,Unknown,1 year,Raccoon,Gray/Black,1
A670826,Elmo,01/26/2014 06:53:00 PM,01/26/2014 06:53:00 PM,08/14/2012,Dog,Intact Male,1 year,Chihuahua Shorthair/Jack Russell Terrier,Tricolor,0
A795236,Luna,05/18/2019 06:11:00 PM,05/18/2019 06:11:00 PM,01/18/2019,Dog,Intact Female,3 months,Siberian Husky,Red/White,0
A729695,,07/09/2016 07:23:00 PM,07/09/2016 07:23:00 PM,04/03/2016,Cat,Neutered Male,3 months,Domestic Shorthair Mix,White/Brown Tabby,0
A804209,,09/14/2019 06:44:00 PM,09/14/2019 06:44:00 PM,07/11/2019,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Blue/White,0
A715303,Ms Houdini,11/04/2015 11:33:00 AM,11/04/2015 11:33:00 AM,11/04/2009,Dog,Spayed Female,6 years,Catahoula/Australian Cattle Dog,Red Merle,0
A662256,*Night,12/22/2013 06:14:00 PM,12/22/2013 06:14:00 PM,07/24/2013,Cat,Spayed Female,4 months,Domestic Shorthair Mix,Black,0
A720977,Apollo,02/20/2016 09:17:00 PM,02/20/2016 09:17:00 PM,12/18/2015,Dog,Neutered Male,2 months,Pit Bull Mix,White/Brown,0
A678217,*Puzzles,11/19/2017 02:31:00 PM,11/19/2017 02:31:00 PM,05/05/2012,Dog,Spayed Female,5 years,Bulldog/Boston Terrier,Brown/White,0
A789846,*Rue,03/08/2019 05:53:00 PM,03/08/2019 05:53:00 PM,02/28/2018,Dog,Spayed Female,1 year,Labrador Retriever Mix,Chocolate/White,0
A729902,Luna,07/03/2016 04:58:00 PM,07/03/2016 04:58:00 PM,06/25/2013,Cat,Spayed Female,3 years,Siamese Mix,Lynx Point,0
A516260,Skye,02/12/2016 10:42:00 AM,02/12/2016 10:42:00 AM,07/16/2005,Dog,Spayed Female,10 years,Pit Bull Mix,Tan/White,1
A810510,Katty Kat,12/19/2019 06:09:00 PM,12/19/2019 06:09:00 PM,05/14/2019,Cat,Spayed Female,7 months,Domestic Shorthair,Cream Tabby,0
A820848,,07/30/2020 01:59:00 PM,07/30/2020 01:59:00 PM,07/26/2020,Cat,Unknown,4 days,Domestic Shorthair,Brown Tabby,0
A825422,*Shiloh,11/09/2020 09:58:00 AM,11/09/2020 09:58:00 AM,06/03/2020,Dog,Spayed Female,5 months,Belgian Malinois,Fawn/Black,0
A677076,Purrsie,04/23/2014 06:40:00 PM,04/23/2014 06:40:00 PM,01/08/2014,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Torbie/White,0
A655903,Booskie,09/10/2014 12:50:00 PM,09/10/2014 12:50:00 PM,08/07/2012,Dog,Neutered Male,2 years,Boxer Mix,Tricolor,0
A734989,*Lytton,09/21/2016 03:02:00 PM,09/21/2016 03:02:00 PM,09/16/2013,Dog,Neutered Male,3 years,Pit Bull Mix,Red,0
A758543,*Chip,09/28/2017 06:04:00 PM,09/28/2017 06:04:00 PM,09/18/2015,Dog,Neutered Male,2 years,Chihuahua Shorthair Mix,Cream,0
A577582,Carolina,11/15/2015 04:57:00 PM,11/15/2015 04:57:00 PM,03/24/2010,Dog,Spayed Female,5 years,Beagle,Black/Tan,0
A798712,Banjo,08/24/2019 02:26:00 PM,08/24/2019 02:26:00 PM,05/13/2019,Cat,Neutered Male,3 months,Domestic Shorthair,White/Black,0
A780416,Ariel,09/18/2018 04:42:00 PM,09/18/2018 04:42:00 PM,10/14/2017,Dog,Intact Female,11 months,Pit Bull Mix,Fawn,0
A765452,Willow,10/09/2019 01:03:00 PM,10/09/2019 01:03:00 PM,07/20/2017,Dog,Spayed Female,2 years,Whippet Mix,Tan/White,0
A759945,*Pumpkin,12/19/2017 05:04:00 PM,12/19/2017 05:04:00 PM,09/10/2017,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Tortie,0
A684444,,07/24/2014 04:21:00 PM,07/24/2014 04:21:00 PM,06/11/2014,Dog,Intact Male,1 month,Chihuahua Shorthair Mix,White/Chocolate,1
A822922,Georgio,10/13/2020 12:38:00 PM,10/13/2020 12:38:00 PM,09/11/2007,Cat,Neutered Male,13 years,Domestic Shorthair,Black,0
A759002,Aspen,09/25/2017 12:07:00 PM,09/25/2017 12:07:00 PM,09/23/2017,Other,Intact Female,2 days,Rabbit Lh Mix,Black,0
A780601,Johnny Cash,01/03/2019 05:22:00 PM,01/03/2019 05:22:00 PM,09/17/2016,Dog,Neutered Male,2 years,Catahoula Mix,Brown Merle/White,0
A752823,,06/28/2017 11:52:00 AM,06/28/2017 11:52:00 AM,06/27/2005,Cat,Unknown,12 years,Domestic Shorthair Mix,Brown Tabby,1
A711059,,09/01/2015 02:05:00 PM,09/01/2015 02:05:00 PM,08/10/2015,Cat,Unknown,3 weeks,Domestic Shorthair Mix,Blue Tabby/White,0
A812661,Hawk,02/02/2020 05:07:00 PM,02/02/2020 05:07:00 PM,04/26/2017,Dog,Neutered Male,2 years,German Shepherd,Black/Brown,0
A687236,,09/02/2014 06:27:00 PM,09/02/2014 06:27:00 PM,08/18/2014,Cat,Intact Male,2 weeks,Domestic Shorthair Mix,White/Black,0
A788915,,02/15/2019 04:28:00 PM,02/15/2019 04:28:00 PM,11/26/2018,Dog,Neutered Male,2 months,Pit Bull Mix,Brown Brindle/White,0
A732526,*Deena,08/16/2016 05:39:00 PM,08/16/2016 05:39:00 PM,02/15/2016,Dog,Spayed Female,6 months,Labrador Retriever Mix,Tan/Brown,0
A789194,,02/17/2019 12:00:00 AM,02/17/2019 12:00:00 AM,01/01/2019,Cat,Intact Female,1 month,Domestic Shorthair Mix,Brown Tabby,0
A723716,*Josephine,05/09/2016 04:29:00 PM,05/09/2016 04:29:00 PM,04/05/2014,Dog,Spayed Female,2 years,German Shepherd Mix,Brown/Black,0
A798986,,07/09/2019 12:22:00 PM,07/09/2019 12:22:00 PM,07/02/2011,Dog,Intact Female,8 years,Maltese,White,0
A666701,,11/11/2013 05:39:00 PM,11/11/2013 05:39:00 PM,11/06/2010,Dog,Neutered Male,3 years,Border Collie Mix,Black/White,0
A685769,Pogeaux,08/14/2014 11:28:00 AM,08/14/2014 11:28:00 AM,05/12/2014,Dog,Intact Female,3 months,Pit Bull Mix,Black/White,0
A679652,*Navin,06/06/2014 03:41:00 PM,06/06/2014 03:41:00 PM,05/24/2013,Dog,Neutered Male,1 year,Dachshund Mix,Brown/Black,0
A701475,Rosie,05/01/2015 11:21:00 AM,05/01/2015 11:21:00 AM,04/30/2006,Dog,Spayed Female,9 years,Pug,Tan/Black,0
A819784,,08/12/2020 09:12:00 AM,08/12/2020 09:12:00 AM,05/08/2020,Cat,Spayed Female,3 months,Domestic Shorthair,Brown Tabby/White,0
A782344,Austin,10/09/2019 12:07:00 PM,10/09/2019 12:07:00 PM,10/13/2017,Dog,Neutered Male,1 year,Pit Bull Mix,Black/White,0
A730708,,07/10/2016 09:00:00 AM,07/10/2016 09:00:00 AM,05/09/2015,Cat,Intact Male,1 year,Domestic Shorthair Mix,Brown/White,0
A810395,,12/20/2019 10:30:00 AM,12/20/2019 10:30:00 AM,05/12/2019,Cat,Intact Male,7 months,Domestic Shorthair,Brown Tabby,1
A716221,Brownie,12/11/2015 06:35:00 PM,12/11/2015 06:35:00 PM,11/16/2013,Dog,Neutered Male,2 years,Pomeranian Mix,Red/White,0
A793779,*Tom,05/03/2019 08:17:00 AM,05/03/2019 08:17:00 AM,04/05/2019,Cat,Intact Male,4 weeks,Domestic Shorthair Mix,Black,0
A676631,*Toothless,04/24/2014 01:08:00 PM,04/24/2014 01:08:00 PM,10/12/2013,Cat,Intact Female,6 months,Domestic Shorthair Mix,Black,0
A666865,Princess,11/12/2013 06:58:00 PM,11/12/2013 06:58:00 PM,08/08/2013,Dog,Spayed Female,3 months,Labrador Retriever Mix,Black/White,0
A712159,C.K.,10/17/2016 04:01:00 PM,10/17/2016 04:01:00 PM,09/18/2005,Cat,Spayed Female,11 years,Domestic Shorthair Mix,Black/White,0
A700363,Ginger,05/16/2015 04:22:00 PM,05/16/2015 04:22:00 PM,03/09/2015,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Orange Tabby,0
A689955,*Sterling,10/21/2014 04:24:00 PM,10/21/2014 04:24:00 PM,10/11/2011,Dog,Neutered Male,3 years,Beagle Mix,Sable,0
A713220,Tuffy,10/05/2015 11:22:00 AM,10/05/2015 11:22:00 AM,10/05/2006,Dog,Neutered Male,9 years,Shih Tzu,Tan/White,0
A692189,,11/25/2014 06:41:00 PM,11/25/2014 06:41:00 PM,11/16/2008,Cat,Spayed Female,6 years,Domestic Medium Hair,Orange Tabby,0
A798043,,06/24/2019 04:45:00 PM,06/24/2019 04:45:00 PM,04/20/2019,Cat,Spayed Female,2 months,Domestic Shorthair,Tortie,0
A843541,843541,10/04/2021 04:30:00 PM,10/04/2021 04:30:00 PM,08/22/2021,Dog,Intact Female,1 month,Chihuahua Shorthair,Tan,0
A770652,Ravus,05/26/2018 12:57:00 PM,05/26/2018 12:57:00 PM,03/16/2018,Cat,Intact Male,2 months,Domestic Shorthair Mix,Orange Tabby,0
A750754,,06/04/2017 06:08:00 PM,06/04/2017 06:08:00 PM,12/22/2016,Dog,Spayed Female,5 months,Australian Cattle Dog Mix,Black/White,0
A680329,*Maverick,07/12/2014 08:45:00 PM,07/12/2014 08:45:00 PM,04/28/2014,Cat,Neutered Male,2 months,Domestic Medium Hair Mix,Black/White,0
A761866,,11/12/2017 04:16:00 PM,11/12/2017 04:16:00 PM,09/10/2017,Cat,Intact Male,2 months,Domestic Shorthair Mix,Blue/White,0
A689936,Tux,10/15/2014 07:05:00 PM,10/15/2014 07:05:00 PM,08/11/2014,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Brown Tabby,0
A733621,Lucy,11/13/2016 06:05:00 PM,11/13/2016 06:05:00 PM,08/24/2015,Dog,Spayed Female,1 year,Australian Kelpie Mix,Black/Tricolor,0
A724050,*Jay,06/30/2016 06:36:00 PM,06/30/2016 06:36:00 PM,03/20/2016,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Black,0
A723535,,04/07/2016 12:00:00 AM,04/07/2016 12:00:00 AM,12/02/2015,Dog,Neutered Male,4 months,Manchester Terrier/Chihuahua Shorthair,Brown/Tan,0
A789545,Cashmere,02/28/2019 02:07:00 PM,02/28/2019 02:07:00 PM,02/23/2017,Cat,Neutered Male,2 years,Domestic Longhair Mix,Cream Tabby,0
A683667,,08/27/2014 10:29:00 AM,08/27/2014 10:29:00 AM,06/22/2014,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Brown Tabby/White,0
A830699,Molly,03/16/2021 12:16:00 PM,03/16/2021 12:16:00 PM,03/15/2014,Dog,Intact Female,7 years,Labrador Retriever,Black,0
A794268,*Gabrielle,05/13/2019 05:26:00 PM,05/13/2019 05:26:00 PM,07/06/2018,Dog,Spayed Female,10 months,Labrador Retriever Mix,Black/White,0
A731801,,07/31/2016 06:00:00 PM,07/31/2016 06:00:00 PM,07/27/2015,Dog,Neutered Male,1 year,Scottish Terrier Mix,Black,0
A791377,Bolt,12/28/2020 03:49:00 PM,12/28/2020 03:49:00 PM,01/14/2019,Dog,Neutered Male,1 year,Siberian Husky Mix,White,0
A703422,,05/29/2015 02:46:00 PM,05/29/2015 02:46:00 PM,05/24/2013,Dog,Spayed Female,2 years,Pembroke Welsh Corgi Mix,Black/White,0
A780274,*Metzi,09/30/2018 02:44:00 PM,09/30/2018 02:44:00 PM,05/12/2018,Cat,Spayed Female,4 months,Domestic Shorthair Mix,Cream Tabby/White,0
A811012,*Toyota,10/13/2020 07:56:00 AM,10/13/2020 07:56:00 AM,12/26/2017,Dog,Neutered Male,2 years,Pit Bull,Blue/White,0
A769262,,05/08/2018 12:29:00 PM,05/08/2018 12:29:00 PM,04/02/2017,Other,Unknown,1 year,Cold Water Mix,Gold,0
A719017,*Lola,01/25/2016 06:00:00 PM,01/25/2016 06:00:00 PM,11/28/2015,Dog,Spayed Female,1 month,Labrador Retriever Mix,Black/White,0
A655933,Gracie Belle,10/27/2013 02:44:00 PM,10/27/2013 02:44:00 PM,06/07/2011,Cat,Spayed Female,2 years,Domestic Shorthair Mix,Black,0
A799764,,07/20/2019 02:44:00 PM,07/20/2019 02:44:00 PM,05/11/2019,Cat,Spayed Female,2 months,Domestic Shorthair,Black/White,0
A756391,,08/24/2017 06:56:00 PM,08/24/2017 06:56:00 PM,08/18/2016,Dog,Spayed Female,1 year,Chihuahua Shorthair Mix,Tan/Buff,0
A697712,Darling,03/02/2015 01:02:00 PM,03/02/2015 01:02:00 PM,02/27/2012,Dog,Intact Female,3 years,Pekingese Mix,Brown/White,0
A747307,Lucy,04/19/2017 05:34:00 PM,04/19/2017 05:34:00 PM,04/18/2013,Dog,Spayed Female,4 years,Dachshund Longhair Mix,Black/Brown,0
A672607,Shiner,02/13/2014 06:15:00 PM,02/13/2014 06:15:00 PM,02/13/2012,Dog,Neutered Male,2 years,Jack Russell Terrier Mix,White/Tan,0
